starting_date,duration,snow,floods,storm,hurricane,rain,cold,hot,comment
2005-09-15,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°61
2005-09-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°60
2005-09-10,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°59
2005-09-09,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°58
2005-09-05,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°57
2005-08-19,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°56
2005-08-16,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°55
2005-08-10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°54
2005-07-27,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Bulletin Spécial N°53
2005-07-17,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°52
2005-07-12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bulletin Spécial N°51
2005-07-03,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°50
2005-06-27,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°49
2005-06-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°48
2005-06-25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bulletin Spécial N°47
2005-06-22,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°46
2005-06-21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bulletin Spécial N°45
2005-06-12,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°44
2005-06-03,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°43
2005-05-25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bulletin Spécial N°42
2005-05-20,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°41
2005-05-16,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°40
2005-05-12,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°39
2005-04-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°38
2005-04-14,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°36
2005-04-09,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°33
2005-04-07,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°32
2005-04-07,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bulletin Spécial N°31
2005-04-06,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°30
2005-03-30,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bulletin Spécial N°29
2005-03-28,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°28
2005-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°27
2005-03-11,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°26
2005-03-03,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°25
2005-02-25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°24
2005-02-24,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Bulletin Spécial N°23
2005-02-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°22
2005-02-22,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°21
2005-02-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°20
2005-02-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°18
2005-02-12,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bulletin Spécial N°17
2005-02-11,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°16
2005-02-10,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°14
2005-02-05,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°13
2005-01-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°12
2005-01-23,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°11
2005-01-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°10
2005-01-20,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Bulletin Spécial N°9
2005-01-18,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Bulletin Spécial N°8
2004-12-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°7
2004-12-24,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°6
2004-12-21,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulletin Spécial N°5
2004-12-17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bulletin Spécial N°4
2004-12-08,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°3
2004-12-05,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Bulletin Spécial N°2
